Age,Gender,Location,Subscription_Length_Months,Monthly_Bill,Total_Usage_GB,Churn
22,1,1,19,92.31,283,0
49,1,2,17,78.79,440,0
49,0,1,3,33.43,460,1
66,1,3,10,52.23,227,1
31,0,3,17,58.89,133,1
36,0,1,4,76.0,285,0
48,1,1,9,40.0,342,1
63,1,3,18,65.36,386,0
24,1,2,14,62.63,418,1
57,1,0,19,89.81,253,1
57,1,2,2,75.5,165,1
57,1,0,5,48.75,192,0
47,1,1,2,85.31,320,0
25,1,0,23,59.28,107,0
43,1,1,5,71.12,138,0
43,1,1,14,88.8,290,0
61,0,0,1,61.25,418,1
62,1,4,17,75.17,435,0
40,1,2,5,41.55,307,1
55,0,4,10,42.35,125,1
34,1,3,11,36.03,242,1
52,0,1,6,47.08,176,0
56,0,2,20,79.54,369,1
59,0,4,1,87.55,474,0
33,1,1,16,78.73,389,0
30,0,3,15,30.75,435,1
21,1,2,11,63.0,124,0
21,1,0,22,96.55,227,1
21,0,0,2,51.17,194,1
60,0,2,10,51.76,316,0
62,0,2,1,88.0,182,0
66,1,3,24,63.16,64,1
41,0,3,18,64.06,204,0
53,1,0,20,84.82,107,1
18,0,1,15,33.26,129,1
48,0,0,18,47.51,92,0
51,1,4,7,37.19,55,1
53,1,2,15,41.53,465,0
35,0,0,3,90.74,326,1
30,0,1,20,80.44,360,0
55,0,0,14,93.94,129,1
60,0,3,13,30.04,499,0
24,1,4,4,81.06,145,0
23,0,4,16,61.32,167,1
31,0,0,22,30.94,372,1
18,1,2,15,74.38,421,1
40,0,0,11,46.27,452,1
21,1,2,8,62.69,280,1
55,1,0,10,34.49,444,1
63,0,3,21,57.58,207,0
47,0,4,13,30.06,230,0
46,0,1,8,52.12,168,1
25,1,0,12,90.57,223,1
56,0,2,7,78.93,492,0
45,0,4,14,47.82,137,1
55,1,3,20,66.73,276,1
20,0,3,12,49.31,196,1
50,0,2,15,32.55,118,1
28,1,0,9,64.61,190,0
63,0,3,8,46.14,118,1
40,0,3,23,43.7,161,1
59,1,2,5,78.08,487,0
60,1,4,22,70.94,432,0
35,1,2,8,98.26,488,0
59,0,4,14,41.01,356,1
43,1,0,18,66.18,316,0
50,1,3,9,74.59,139,0
52,0,4,20,99.12,98,1
63,1,1,7,54.52,390,0
18,1,0,15,37.07,395,1
34,0,0,3,32.76,314,0
38,1,2,8,70.72,390,1
70,1,4,21,48.86,223,0
29,1,3,20,45.75,330,0
34,1,2,12,96.47,318,0
48,0,1,13,53.03,153,0
59,0,0,6,83.62,423,0
50,0,4,10,49.32,408,0
63,1,0,3,58.17,339,1
29,0,0,1,55.78,134,0
25,0,3,24,38.68,487,1
53,0,3,3,36.14,72,0
53,1,3,7,32.2,103,1
44,0,4,3,99.79,234,0
40,0,1,10,79.71,309,0
47,0,3,7,81.19,389,0
54,0,1,15,72.25,455,1
26,1,2,16,46.73,304,0
36,0,0,1,71.66,411,0
55,1,3,19,39.72,260,0
36,1,3,2,54.29,316,0
49,0,4,1,73.19,100,0
40,1,4,1,32.08,125,0
40,0,3,4,43.9,346,1
44,0,0,16,63.14,110,1
62,0,2,14,56.19,316,1
49,0,1,13,40.59,141,0
55,1,4,24,68.19,370,0
25,0,3,4,67.08,208,0
31,0,1,6,56.09,333,0
68,0,3,9,56.1,334,1
22,0,2,20,72.27,371,0
63,1,2,10,58.09,304,0
18,1,3,3,76.64,218,0
59,0,2,19,67.35,171,0
63,1,2,8,40.29,108,1
25,0,4,1,46.7,347,1
44,1,0,20,38.0,228,0
63,0,0,22,67.61,378,1
69,0,4,5,70.24,251,1
42,0,2,2,65.57,462,0
22,0,4,7,65.28,207,0
55,1,0,19,85.08,474,1
64,0,2,5,89.82,324,1
33,0,3,22,82.25,206,1
62,1,4,19,97.28,231,0
39,0,1,18,76.78,408,1
66,1,0,11,66.48,212,0
21,1,2,19,42.11,392,0
38,1,3,2,42.46,136,0
69,0,3,3,44.97,363,1
61,1,3,17,36.71,246,1
64,0,0,9,62.9,400,0
47,0,1,15,83.45,85,0
20,1,4,20,52.74,499,1
61,0,3,20,59.16,486,0
26,0,4,23,86.77,311,0
54,1,3,12,76.01,230,0
39,0,4,23,56.58,68,1
38,1,3,14,95.69,292,0
52,0,0,15,87.41,206,1
50,0,3,13,92.94,498,1
69,0,1,16,65.6,84,1
45,1,4,8,62.94,439,1
61,0,1,10,93.18,422,0
27,1,0,4,64.43,194,0
67,1,1,13,95.55,169,1
50,0,1,4,97.64,222,0
62,0,3,18,72.31,113,1
40,0,3,6,48.75,175,1
34,0,4,20,47.08,364,0
55,0,2,8,33.81,141,0
36,0,1,9,46.73,295,1
23,1,3,8,43.61,346,1
19,0,2,11,30.01,276,1
62,0,4,16,87.82,408,1
64,1,0,17,50.41,323,0
18,1,0,21,76.7,360,1
44,0,1,9,73.11,402,1
23,0,2,1,99.59,160,1
56,0,0,17,48.51,213,1
37,1,3,4,72.71,410,0
66,1,1,16,83.02,348,1
30,1,1,13,32.66,103,0
53,0,2,20,59.02,227,1
68,0,2,11,89.36,166,1
65,0,1,7,43.9,179,1
38,0,2,10,70.36,235,1
31,0,1,6,81.34,208,1
22,0,4,23,40.36,481,0
69,1,3,22,72.12,60,1
51,0,1,10,68.59,152,1
66,0,1,24,96.66,286,0
35,0,2,10,37.85,332,0
66,1,1,10,40.79,484,1
31,1,0,23,58.16,95,0
26,1,3,5,31.76,424,0
30,0,2,21,99.2,401,1
31,0,4,4,30.64,269,1
30,1,3,10,81.87,355,1
50,0,0,3,87.34,461,0
21,0,1,2,55.35,485,0
37,0,1,19,45.98,264,0
65,1,1,17,77.66,469,1
61,0,4,21,83.29,344,0
56,0,4,17,52.69,268,0
39,0,3,2,84.92,128,1
33,0,2,21,77.74,364,1
55,1,4,5,86.77,208,0
30,0,2,24,39.79,307,1
51,1,0,12,58.19,198,0
62,1,4,7,48.48,351,0
31,0,0,22,76.51,250,0
27,1,2,6,85.26,445,1
55,0,2,20,35.88,288,1
31,1,1,7,71.57,87,0
29,1,4,11,45.34,106,1
42,1,1,7,44.18,95,0
19,1,4,6,71.18,264,0
33,1,0,18,55.59,303,1
22,1,4,10,87.08,208,1
45,0,2,18,70.03,193,1
57,0,0,22,94.26,158,0
39,0,1,5,34.19,423,1
21,0,4,12,77.02,260,1
41,0,0,6,90.3,444,0
59,0,4,14,54.47,428,0
54,0,1,10,73.93,470,0
40,0,2,21,67.81,332,0
56,1,2,13,92.92,348,0
62,1,1,19,67.16,307,0
60,1,3,21,51.1,175,1
42,0,1,4,30.39,250,0
47,0,4,18,96.0,243,1
66,1,3,19,35.77,213,1
60,0,0,21,98.6,403,0
46,0,3,16,95.45,359,0
32,0,0,7,84.45,340,1
44,0,3,1,82.45,204,1
41,1,2,1,99.43,188,0
21,1,2,21,77.98,414,0
33,1,4,20,39.47,396,1
69,0,1,18,33.1,487,0
41,0,0,18,46.58,285,0
39,1,0,2,31.65,321,0
54,1,4,18,68.61,314,1
39,1,3,6,40.65,491,0
18,0,1,21,74.44,444,1
64,0,0,11,53.38,266,1
24,0,0,7,82.29,275,0
28,1,0,2,56.55,205,1
41,1,0,3,64.93,211,1
42,0,3,14,57.71,444,0
45,0,4,14,89.63,431,0
35,0,4,6,79.95,126,1
23,1,0,10,48.81,382,1
54,1,2,16,91.88,136,1
61,1,3,24,64.13,322,1
37,0,0,18,40.46,265,0
57,1,4,17,63.22,389,1
69,1,1,16,58.41,226,0
34,1,1,3,55.37,249,1
58,1,3,6,58.7,207,1
56,0,0,15,47.99,232,1
41,0,2,21,74.07,244,1
69,1,3,16,51.1,453,0
68,1,2,23,30.37,358,0
42,0,4,11,96.21,179,1
57,0,0,24,98.9,405,0
40,0,2,18,49.52,108,1
38,1,4,16,77.93,152,0
42,0,1,3,75.7,82,0
20,0,1,20,39.6,210,1
69,0,4,2,61.48,170,1
21,0,3,21,64.53,339,0
37,0,1,6,75.47,380,1
50,0,2,19,62.13,473,0
58,0,1,17,53.09,349,1
37,0,4,18,38.58,247,1
64,0,1,23,92.21,119,0
64,1,1,17,84.65,243,1
65,1,4,11,84.96,378,0
44,0,0,23,46.34,283,0
37,1,0,22,80.04,458,0
23,0,4,1,53.06,227,1
38,0,2,22,94.96,97,0
26,1,0,21,85.58,281,0
27,1,0,22,55.94,224,1
35,0,2,10,40.77,64,1
24,0,1,19,76.17,280,0
27,1,4,6,74.95,73,1
44,1,0,22,31.39,270,1
22,0,0,2,59.56,144,1
63,1,2,23,62.33,115,0
61,0,3,4,44.58,244,1
50,0,4,10,52.16,294,1
46,0,3,9,33.28,314,0
57,0,2,19,49.87,180,0
31,0,3,1,95.64,236,1
21,0,1,21,74.54,219,1
56,0,0,20,38.7,259,0
40,0,0,4,83.92,188,0
41,0,3,4,65.34,191,0
53,0,1,5,93.65,254,1
23,0,2,11,57.61,200,1
32,1,4,8,52.19,238,1
48,0,0,18,32.7,198,1
32,1,0,3,84.86,106,0
57,0,1,18,63.78,320,1
68,1,1,24,61.54,270,1
55,1,3,15,31.82,388,0
52,0,3,20,51.92,432,0
48,0,2,1,83.14,86,0
34,0,1,8,82.81,65,0
62,0,2,3,47.36,241,0
51,1,2,14,34.71,291,0
33,0,0,6,56.37,320,0
38,1,4,1,67.66,307,1
40,1,0,17,36.31,317,0
68,0,2,14,76.52,409,0
23,1,0,6,54.16,393,0
50,1,2,13,92.27,270,1
57,1,0,11,35.66,174,0
37,0,3,3,45.6,144,0
51,1,0,3,30.28,449,1
46,0,0,16,57.4,207,1
55,0,3,6,33.3,194,1
19,1,1,7,61.05,218,0
33,0,1,13,60.11,373,0
21,0,4,17,59.08,380,0
25,0,4,3,84.98,301,0
46,0,0,17,75.75,406,0
58,1,0,14,35.16,97,1
59,1,3,24,73.94,186,1
44,1,4,15,82.63,297,0
55,0,2,12,45.05,247,1
19,0,0,10,36.27,105,0
26,0,0,15,30.8,234,1
47,1,4,15,75.88,179,1
21,0,0,18,73.83,316,0
64,0,2,20,72.95,276,1
32,1,2,2,35.06,76,1
51,1,4,14,35.85,257,0
49,0,0,24,98.96,180,0
53,1,1,18,61.92,438,0
68,1,0,20,44.32,492,0
65,0,2,24,62.51,265,0
36,1,1,15,81.16,338,0
47,1,4,22,31.0,212,1
67,0,1,14,54.35,346,1
31,1,2,16,36.82,498,0
63,1,4,13,46.8,412,1
39,1,2,18,71.07,232,0
40,0,3,21,93.39,339,1
21,1,1,5,83.37,395,1
53,1,2,11,40.62,181,0
65,1,4,22,45.87,170,0
24,1,1,24,57.05,398,1
59,1,4,8,43.16,225,1
26,0,4,13,70.65,139,0
18,1,0,10,83.2,319,1
43,0,1,22,71.37,484,1
56,1,1,5,95.74,75,1
32,0,4,1,80.42,196,0
29,0,2,2,92.8,332,0
56,0,1,20,91.38,117,1
28,1,3,20,83.18,248,0
34,0,4,22,73.45,291,1
58,1,4,14,52.48,100,0
36,1,0,6,57.51,291,1
23,1,3,22,76.1,177,0
37,1,0,8,70.69,333,1
49,1,4,14,72.38,222,0
44,0,0,24,42.09,432,0
66,0,3,11,43.16,290,1
62,0,2,11,53.45,414,1
25,1,4,14,69.28,195,1
34,1,0,7,51.11,216,1
59,0,4,4,93.32,448,0
60,1,0,7,84.14,399,0
36,0,3,3,80.94,494,0
22,0,2,3,41.29,321,0
43,0,0,13,51.47,259,0
42,0,4,19,70.58,91,1
27,0,1,3,91.09,253,1
70,0,4,10,99.72,252,0
46,0,4,22,51.04,62,1
69,1,4,13,81.26,439,0
40,0,4,6,72.02,270,1
54,0,4,17,37.97,277,0
32,1,1,1,63.98,255,1
40,1,3,3,37.22,157,0
42,0,1,19,47.67,129,1
23,0,1,2,97.0,297,1
18,0,0,14,37.44,222,0
31,0,1,4,46.42,475,1
53,1,1,13,95.16,478,0
36,0,3,13,78.04,138,0
28,0,3,6,56.36,65,0
70,0,3,19,55.08,467,1
52,0,3,8,80.68,245,0
69,1,4,18,95.78,485,1
23,0,1,5,60.47,479,0
57,1,4,24,48.41,67,1
41,1,3,17,86.78,437,0
57,0,4,3,61.95,304,0
29,0,4,19,49.45,439,1
18,1,1,2,41.36,191,0
63,0,4,1,72.31,386,0
29,0,3,16,84.72,103,1
30,1,1,23,57.42,103,1
51,0,0,7,75.51,216,0
38,0,4,4,34.25,81,1
30,1,0,24,47.89,378,0
28,1,0,10,88.16,402,1
26,0,2,3,40.9,300,1
29,1,0,5,63.08,306,0
50,1,2,23,48.12,51,0
36,0,0,6,46.54,434,0
19,1,0,5,93.22,258,0
35,0,1,15,44.81,278,1
18,0,0,16,49.45,188,1
65,1,4,20,78.88,293,1
43,0,2,24,99.25,203,1
40,1,4,19,82.86,490,1
46,1,1,16,31.3,347,1
19,0,4,9,35.24,271,1
50,1,3,4,56.15,105,0
44,1,4,12,91.87,228,0
19,0,2,18,47.6,335,1
56,0,4,18,37.9,493,0
66,1,2,8,63.26,306,0
55,1,3,24,91.53,463,1
28,1,2,1,96.25,354,1
60,0,1,7,79.42,304,0
69,0,1,13,60.27,326,1
41,0,3,10,84.41,81,0
48,0,0,12,56.32,275,1
42,1,0,15,86.74,252,0
28,0,1,21,53.41,134,1
22,0,2,10,60.84,159,0
40,0,3,24,47.38,206,1
21,1,0,11,67.82,485,1
53,1,2,22,88.96,231,0
55,0,2,19,62.51,75,1
60,1,1,3,77.52,267,1
47,0,1,20,82.79,393,0
19,1,4,9,50.49,71,1
51,1,1,5,60.25,189,0
18,1,4,23,80.51,122,1
49,1,0,18,94.36,73,0
18,0,3,19,90.41,169,1
42,0,4,7,62.33,140,1
68,1,0,6,71.28,161,1
63,0,4,23,35.09,360,0
38,0,2,9,96.24,96,1
22,1,3,5,59.9,437,0
39,0,2,14,34.4,68,0
21,0,0,16,89.15,301,0
28,1,3,23,97.9,232,1
26,0,2,11,57.52,332,0
45,0,4,20,91.44,146,0
25,0,1,13,88.26,273,0
64,0,1,22,68.53,384,0
19,0,1,14,96.73,224,0
30,0,1,12,68.28,445,0
64,0,4,7,38.59,274,1
56,0,2,17,63.6,434,1
26,1,0,14,91.68,99,1
40,0,4,18,63.11,103,1
70,0,1,18,99.57,50,0
68,1,3,14,31.98,337,0
29,1,2,22,39.19,394,1
37,0,1,14,86.97,436,0
38,1,4,16,95.56,329,0
67,1,2,18,89.07,232,1
47,1,2,24,89.11,366,1
30,1,2,20,86.46,234,0
68,0,1,3,43.05,205,1
18,1,2,1,98.48,462,1
59,0,2,8,60.68,222,0
27,1,4,1,47.76,500,1
41,0,2,13,32.3,218,1
29,1,3,16,79.87,88,0
57,0,3,18,47.33,321,1
48,0,1,3,84.49,433,1
69,1,3,6,45.06,116,0
64,1,1,5,94.25,406,0
70,0,2,17,63.42,221,0
28,0,4,3,35.88,486,1
60,0,1,5,87.86,425,1
59,1,0,3,52.08,436,0
53,1,2,3,58.77,402,1
24,1,3,3,67.23,199,1
26,0,0,13,57.38,477,0
31,1,0,3,64.2,450,1
33,0,2,14,90.01,258,0
46,1,3,22,55.78,155,0
29,1,1,5,55.27,65,0
63,1,2,2,85.05,429,1
26,1,0,21,70.36,423,1
42,1,1,11,46.25,324,1
59,0,4,4,35.18,99,0
50,1,4,24,83.15,170,1
19,1,1,20,89.5,62,0
61,1,2,10,83.08,320,1
54,0,0,5,55.34,499,0
58,1,2,19,87.37,405,0
44,0,1,24,94.73,101,1
57,1,1,5,84.01,89,1
38,1,1,8,32.34,308,0
43,0,2,17,36.72,285,1
42,0,3,1,60.86,346,0
41,0,3,3,65.82,249,0
21,0,0,5,44.18,441,0
55,1,0,21,76.66,464,1
57,1,3,6,62.98,160,0
32,0,1,15,34.84,450,1
40,1,2,4,85.08,344,1
42,1,0,12,59.08,81,1
60,0,4,20,55.48,97,0
23,1,0,3,36.04,329,1
61,1,0,7,54.81,302,0
52,0,4,15,41.24,462,0
33,0,0,23,61.83,498,0
70,0,0,16,52.68,376,1
62,0,0,10,34.42,279,1
60,0,1,12,50.79,149,0
26,1,3,22,44.52,462,1
28,1,2,3,47.39,274,1
22,1,4,24,68.0,264,1
44,0,4,7,49.43,404,0
24,1,1,3,44.67,123,1
39,1,0,14,62.51,293,0
23,1,2,14,71.39,382,1
47,1,2,7,46.75,89,0
20,1,3,12,97.25,230,1
39,0,0,17,36.43,63,0
68,1,3,5,57.36,466,1
32,1,2,15,56.22,50,1
40,1,2,21,60.14,406,0
66,1,0,2,91.21,145,1
45,0,0,6,70.41,375,0
30,0,1,19,52.44,275,1
39,0,1,7,76.29,92,0
25,0,0,23,45.05,62,1
24,0,1,13,68.96,95,0
56,1,0,18,84.91,249,1
27,0,3,2,69.95,73,1
30,1,2,8,58.9,483,1
61,0,2,5,97.34,170,1
28,1,3,24,95.91,185,1
68,0,2,8,68.02,183,0
68,1,4,10,65.35,342,1
55,0,2,4,32.74,210,1
18,1,2,20,68.4,329,1
35,1,3,22,86.38,334,1
24,1,1,23,93.77,237,1
22,0,3,4,86.29,288,1
37,0,2,10,81.46,70,0
31,0,4,18,40.48,122,0
36,1,3,1,68.51,357,0
50,0,3,4,54.06,210,0
36,0,2,9,57.56,57,0
29,0,4,20,36.42,426,1
19,1,0,21,31.23,89,0
37,1,4,6,95.55,162,1
21,0,4,15,59.79,425,1
37,1,3,21,82.92,308,0
62,0,1,24,56.17,247,0
45,1,1,13,76.76,215,1
19,0,4,6,47.65,140,0
57,1,3,8,74.37,101,1
29,0,3,21,97.41,88,1
64,0,4,14,61.86,472,1
62,1,1,7,62.83,239,0
52,0,1,2,96.19,296,0
70,1,3,21,94.67,331,1
31,1,3,17,63.04,321,1
23,0,1,4,91.63,438,1
44,1,4,8,41.19,407,0
58,1,4,23,73.37,406,0
61,1,1,9,93.45,327,0
23,1,4,22,93.1,353,0
19,0,0,9,55.05,63,1
43,0,3,9,32.81,196,0
53,0,1,6,99.22,60,0
31,1,4,8,41.79,236,1
44,0,0,1,45.6,458,1
22,0,1,24,50.77,366,1
36,1,1,5,66.62,467,0
32,0,1,19,88.22,482,0
42,1,4,24,74.36,384,1
63,0,1,13,42.85,449,0
69,0,1,1,97.35,59,0
36,1,2,8,62.67,213,0
37,1,1,4,38.69,100,1
67,0,2,3,67.71,460,1
49,0,2,1,70.84,97,0
42,1,3,17,94.24,218,0
58,1,3,22,85.25,190,1
60,1,4,18,79.24,372,1
40,1,2,6,86.02,370,1
37,0,1,13,53.46,474,0
51,1,4,12,71.08,299,0
27,0,4,20,40.1,238,0
52,1,1,16,97.1,119,1
60,1,0,20,34.63,216,0
57,0,1,8,79.62,362,0
25,0,3,4,43.46,261,1
47,0,3,2,39.67,83,1
26,1,0,2,44.53,269,1
25,0,3,24,69.48,121,0
32,0,1,7,89.63,254,1
40,1,2,4,78.78,84,1
29,0,0,24,74.29,384,0
57,0,0,24,66.89,193,0
41,0,1,3,50.33,76,1
21,1,3,24,66.99,72,1
54,0,4,22,89.16,294,0
18,0,1,13,86.54,398,1
37,1,1,20,46.25,472,0
22,0,4,9,65.05,82,1
55,1,2,7,68.22,205,1
29,0,1,18,42.69,363,0
67,1,0,2,48.19,209,0
62,1,4,3,96.9,72,0
64,0,2,13,30.79,153,0
25,0,1,11,85.24,405,1
59,0,0,13,66.15,218,0
30,1,1,22,37.76,105,0
24,1,4,7,90.98,284,1
49,1,0,16,34.24,115,0
54,0,0,22,55.99,119,0
65,0,3,16,39.14,228,1
34,1,3,1,99.39,107,1
66,1,3,1,99.27,89,0
44,1,0,15,49.3,125,1
67,1,3,19,56.78,395,1
57,1,3,14,45.54,377,1
19,0,3,10,55.9,77,0
68,0,3,11,50.62,334,0
54,1,3,23,87.7,125,0
63,1,3,19,47.04,99,1
67,0,0,9,32.85,253,0
56,0,4,6,35.28,273,0
66,0,2,6,94.81,227,0
46,1,1,1,77.83,77,0
25,0,2,13,33.66,453,1
41,0,0,19,61.73,160,0
19,0,4,15,36.57,62,0
20,0,3,20,38.42,350,0
43,1,1,6,52.89,327,0
60,0,1,12,57.49,388,0
30,0,4,23,39.18,95,1
21,0,1,21,79.84,357,0
27,1,2,4,57.12,387,1
39,1,1,17,41.6,61,0
49,1,4,20,49.41,397,0
58,1,2,7,50.37,150,0
47,1,1,8,49.92,260,0
33,0,4,1,86.3,452,0
52,1,0,22,50.35,276,1
19,1,0,12,62.96,219,1
59,1,0,24,68.66,119,0
37,0,0,8,38.47,235,0
35,1,4,17,56.98,343,0
41,1,1,8,34.34,94,0
53,1,3,23,66.48,153,0
48,1,2,16,32.74,445,0
25,0,4,20,34.69,146,0
58,0,1,20,96.41,135,1
50,0,4,11,99.63,428,1
57,1,2,13,75.67,148,1
32,1,0,15,56.19,267,1
66,1,0,7,78.91,464,0
32,0,2,7,44.05,419,1
35,1,1,4,52.82,305,0
52,1,3,13,90.29,391,0
61,1,0,8,58.28,198,0
39,1,4,9,41.64,57,1
52,1,3,11,59.06,320,0
34,0,2,5,34.21,376,1
23,1,4,20,56.92,466,0
57,1,0,17,78.79,211,1
32,0,0,9,60.35,131,1
36,1,0,23,38.46,60,0
20,0,1,9,48.79,110,1
49,0,0,5,97.62,399,1
69,0,1,23,56.84,356,0
18,0,4,8,38.29,83,0
23,0,4,19,98.81,80,1
28,0,4,3,81.82,281,0
19,0,2,6,85.19,157,0
59,0,0,12,70.54,197,0
39,1,2,10,59.76,151,1
48,0,0,18,48.76,305,0
63,1,2,7,38.4,159,1
27,1,4,13,64.85,360,1
52,0,4,16,45.7,238,0
29,0,1,14,94.0,466,0
21,0,0,15,39.42,318,0
69,1,0,11,62.41,269,0
22,0,1,17,62.3,104,1
46,1,1,10,95.03,280,0
55,1,3,10,52.56,309,0
18,1,2,9,87.38,363,1
49,1,0,20,66.59,469,1
54,1,4,18,41.87,428,1
33,0,0,12,90.51,89,0
30,0,2,4,45.86,80,0
60,1,2,23,48.37,173,0
28,1,4,15,48.31,246,0
33,0,1,22,77.5,258,0
53,0,0,15,71.34,249,0
69,1,3,4,47.19,137,0
69,0,2,13,74.88,483,0
38,1,3,22,93.51,201,1
30,0,4,1,77.49,485,1
25,0,3,10,34.92,393,0
45,0,0,18,44.68,140,1
24,1,4,11,88.13,198,1
20,0,2,1,53.99,191,1
70,1,1,8,45.32,318,1
22,0,2,19,96.42,413,0
68,1,0,8,96.6,321,0
22,1,3,18,75.7,495,0
35,0,3,4,62.52,82,1
56,0,0,16,72.21,243,0
61,1,4,20,68.2,444,1
52,1,4,13,40.9,85,1
32,0,2,5,76.94,283,1
65,1,1,4,66.87,202,0
30,1,1,24,60.99,123,1
62,1,0,9,39.52,195,0
33,1,3,1,35.69,226,0
57,0,1,8,53.5,416,0
24,1,2,18,30.25,304,0
41,0,1,19,34.44,264,0
45,0,3,5,90.22,122,1
34,1,3,18,60.87,300,0
44,0,1,17,53.0,368,0
55,1,3,16,82.89,83,0
32,0,2,1,77.09,139,0
26,0,1,20,84.26,184,0
40,0,2,2,80.86,168,1
45,1,3,7,34.48,88,0
36,1,0,1,97.21,200,0
59,1,4,7,56.84,274,0
55,0,0,23,81.53,389,0
33,1,2,3,47.87,268,1
39,1,1,23,47.41,473,0
59,1,4,3,98.05,84,0
38,0,2,23,46.08,421,0
56,1,2,16,77.56,114,1
29,1,1,20,30.93,399,1
41,1,3,6,38.91,265,1
39,1,4,17,48.18,298,1
36,1,1,4,64.42,300,1
52,0,3,3,94.11,234,0
23,1,3,4,89.15,80,0
25,0,3,7,57.73,71,0
62,1,2,14,58.0,105,0
63,0,4,11,60.96,410,0
43,1,3,22,47.71,435,0
70,0,3,5,66.59,396,1
65,0,0,5,92.15,98,1
43,1,0,18,58.94,228,0
35,1,2,19,36.43,212,0
52,0,1,7,90.69,339,0
61,0,2,6,55.65,213,0
33,0,4,16,59.25,277,0
49,0,3,11,87.49,276,1
45,0,2,10,72.93,246,1
19,1,0,22,32.96,484,0
31,1,0,7,58.84,128,0
18,1,1,5,85.08,220,1
67,0,3,12,56.33,371,1
20,0,1,11,48.61,253,1
35,0,2,9,45.97,64,1
33,1,2,1,31.24,199,0
31,1,2,4,95.72,249,0
56,1,3,5,45.99,186,0
26,1,1,17,71.12,342,1
48,0,2,4,85.2,348,1
69,0,4,16,85.49,240,0
57,0,2,22,55.14,150,0
55,1,0,16,56.59,341,1
24,1,1,5,98.72,324,1
53,0,3,18,39.1,362,1
49,1,2,9,79.98,73,0
30,0,3,16,91.47,298,0
51,1,0,18,69.26,328,0
52,1,1,24,44.24,79,0
26,1,0,14,78.2,416,1
35,1,4,20,74.67,364,1
29,0,1,1,56.95,447,0
22,1,3,13,94.93,68,0
33,0,1,22,43.55,474,0
58,1,4,24,75.13,60,0
70,1,0,12,52.57,100,0
36,1,1,10,80.14,232,1
33,1,0,19,47.02,293,1
21,1,2,11,95.35,234,0
61,0,1,3,99.95,406,1
41,1,4,16,78.29,360,1
40,1,4,18,43.85,219,0
44,0,1,5,53.47,383,0
53,0,2,6,82.17,405,0
25,1,2,3,75.68,138,1
67,0,0,9,69.69,498,0
65,1,2,9,55.29,105,0
18,1,2,11,70.66,374,0
18,0,2,11,69.07,83,0
22,1,2,8,99.53,434,0
57,1,0,17,63.82,66,0
63,1,1,10,84.99,287,1
35,0,1,1,67.68,403,1
51,0,1,3,82.27,445,1
24,1,4,18,47.01,83,0
42,1,2,21,51.38,402,0
53,1,3,23,95.97,69,0
62,0,1,10,58.34,400,1
46,0,3,2,36.6,359,1
18,1,3,19,72.97,468,1
35,0,2,18,79.76,389,0
67,0,3,7,74.46,265,1
66,0,3,7,72.98,380,0
45,0,3,14,63.31,73,1
55,0,1,19,89.5,435,1
43,0,4,3,56.32,90,1
35,1,4,17,42.36,244,1
38,1,3,15,80.56,113,0
61,0,2,21,52.81,295,0
50,1,4,12,71.64,363,1
41,1,3,19,79.43,385,1
70,0,0,4,62.04,368,0
62,1,1,2,53.41,283,1
53,0,0,3,38.83,190,0
39,0,2,3,83.27,84,0
20,1,2,10,74.84,385,1
43,0,4,23,90.65,394,1
39,1,3,19,59.59,447,0
45,1,1,17,52.27,117,1
64,0,0,2,46.94,350,1
35,0,3,6,68.57,297,1
23,0,0,8,50.59,428,1
25,1,3,17,51.31,434,1
36,0,0,18,97.19,111,0
52,1,3,5,34.24,217,0
57,0,1,18,81.56,284,0
28,0,2,16,87.78,101,0
30,0,2,6,50.11,151,1
44,0,1,12,78.55,237,1
59,1,3,9,96.14,442,1
59,0,2,18,53.93,135,0
52,0,1,24,97.94,479,1
50,0,2,4,73.43,472,0
42,0,2,18,37.28,155,0
53,1,2,22,57.31,129,1
49,0,4,16,42.81,94,0
41,0,4,4,72.31,206,0
29,1,3,16,33.46,439,0
25,0,3,19,34.04,493,1
69,0,4,11,60.34,55,0
25,0,2,22,72.45,72,0
55,0,2,18,84.48,376,1
50,1,2,2,59.1,384,0
53,0,2,4,83.68,194,1
48,1,0,24,75.41,166,0
40,0,2,23,37.84,228,1
30,1,1,5,46.91,317,1
64,1,1,23,42.71,96,0
56,1,1,8,76.87,410,1
60,0,1,3,73.93,349,1
26,1,2,2,83.53,132,0
21,1,4,2,73.98,214,0
48,1,4,5,68.13,378,1
61,0,0,13,70.28,496,0
61,0,0,6,73.72,159,0
34,0,1,20,93.2,384,0
39,0,1,4,36.84,141,0
29,0,3,7,71.72,442,1
43,0,2,16,45.81,173,1
53,0,4,17,70.76,79,1
68,0,4,11,83.68,464,0
70,1,4,18,68.82,321,1
69,0,2,1,59.45,86,1
29,0,2,8,42.95,210,1
42,1,2,5,60.36,204,0
50,1,1,20,35.15,264,1
65,1,3,22,92.26,349,0
44,0,0,15,92.22,181,0
46,0,0,14,54.25,213,1
51,0,2,17,80.06,330,0
40,1,4,9,73.56,467,1
35,0,3,20,39.4,72,1
52,1,2,21,42.71,97,0
65,1,4,6,77.08,121,0
38,1,3,15,43.11,167,0
44,1,3,11,37.34,303,1
68,1,1,2,67.82,245,1
